District,Sub-District,Estate,Link
Southern,Ma Hang,(Ma Hang) Lung Tak Court ...,https://hkdata.centanet.com/BigData/hong-kong/Southern/CHMA/Ma-Hang/building-group(Ma%20Hang)%20Lung%20Tak%20Court%20%7C%20Lung%20Yan%20Court%20(Cape%20Road%201990-2000's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=SO0077
Southern,Stanley,(Stanley) private residen...,https://hkdata.centanet.com/BigData/hong-kong/Southern/CHMA/Stanley/building-group(Stanley)%20private%20residential%20buildings%20%7C%20houses%20%7C%20villas?field=t_pop&sort=default&detailcode=SO0114
Southern,Stanley,(Stanley) Stanley Central...,https://hkdata.centanet.com/BigData/hong-kong/Southern/CHMA/Stanley/building-group(Stanley)%20Stanley%20Central%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=SO0115
Southern,Tai Tam,(Tai Tam) private residen...,https://hkdata.centanet.com/BigData/hong-kong/Southern/CHMA/Tai-Tam/building-group(Tai%20Tam)%20private%20residential%20buildings%20%7C%20houses%20%7C%20villas?field=t_pop&sort=default&detailcode=SO0101
Southern,Tai Tam,(Tai Tam) Tai Tam Road / ...,https://hkdata.centanet.com/BigData/hong-kong/Southern/CHMA/Tai-Tam/building-group(Tai%20Tam)%20Tai%20Tam%20Road%20%7C%20Pak%20Pat%20Shan%20Road%201970-1990's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=SO0102
Southern,Shek O,(Shek O) other buildings,https://hkdata.centanet.com/BigData/hong-kong/Southern/CHMA/Shek-O/building-group(Shek%20O)%20other%20buildings?field=t_pop&sort=default&detailcode=SO0116
Yau Tsim Mong,Tsim Sha Tsui,(Tsim Sha Tsui) Nathan Ro...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Tsim-Sha-Tsui/building-group(Tsim%20Sha%20Tsui)%20Nathan%20Road%20-%20North%20Tsim%20Sha%20Tsui%20Section%20%7C%20Austin%20Road%20%7C%20Austin%20Avenue%20%7C%20Hillwood%20Road%20%7C%20Kimberley%20Road%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0153
Yau Tsim Mong,Tsim Sha Tsui,(Tsim Sha Tsui) Haiphong ...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Tsim-Sha-Tsui/building-group(Tsim%20Sha%20Tsui)%20Haiphong%20Road%20%7C%20Hankow%20Road%20%7C%20Lock%20Road%20%7C%20Ashley%20Road%20%7C%20Middle%20Road%20%7C%20Peking%20Road%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0154
Yau Tsim Mong,Tsim Sha Tsui,(Tsim Sha Tsui) Tsim Sha ...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Tsim-Sha-Tsui/building-group(Tsim%20Sha%20Tsui)%20Tsim%20Sha%20Tsui%20Mansion%20%7C%20Burlington%20Hse%20%7C%20Alpha%20Hse%20%7C%20Harilela%20Mansion%20%7C%20Hai%20Phong%20Mansion%20%7C%20Golden%20Crown%20Court%20%7C%20Majestic%20Hse%20%7C%20Comfort%20Bldg%20%7C%20Milton%20Mansion%20(Nathan%20Rd%20-%20South%20Section%20Pre-war%20to%201960's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=YM0155
Yau Tsim Mong,Tsim Sha Tsui,(Tsim Sha Tsui) Granville...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Tsim-Sha-Tsui/building-group(Tsim%20Sha%20Tsui)%20Granville%20Road%20%7C%20Kimberley%20Street%20%7C%20Kimberley%20Road%20%7C%20Hillwood%20Road%20%7C%20Observatory%20Road%20%7C%20Kimberley%20Road%20%7C%20Austin%20Avenue%20%7C%20Chatham%20Road%20South%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0156
Yau Tsim Mong,Tsim Sha Tsui,(Tsim Sha Tsui) Middle Ro...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Tsim-Sha-Tsui/building-group(Tsim%20Sha%20Tsui)%20Middle%20Road%20%7C%20Carnarvon%20Road%20%7C%20Granville%20Road%20%7C%20Hanoi%20Road%20%7C%20Cameron%20Road%20%7C%20Cameron%20Lane%20%7C%20Humphreys%20Avenue%20%7C%20Mody%20Road%20%7C%20Minden%20Row%20%7C%20Minden%20Avenue%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0158
Yau Tsim Mong,Tsim Sha Tsui,(Tsim Sha Tsui) Granville...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Tsim-Sha-Tsui/building-group(Tsim%20Sha%20Tsui)%20Granville%20Road%20%7C%20Carnarvon%20Road%20%7C%20Cameron%20Road%20%7C%20Hau%20Fook%20Street%20%7C%20Prat%20Avenue%20%7C%20Chatham%20Road%20South%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0159
Yau Tsim Mong,Tsim Sha Tsui,(Tsim Sha Tsui) Nathan Ro...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Tsim-Sha-Tsui/building-group(Tsim%20Sha%20Tsui)%20Nathan%20Road%20-%20North%20Tsim%20Sha%20Tsui%20Section%20%7C%20Austin%20Road%20%7C%20Hillwood%20Road%201970-1980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0160
Yau Tsim Mong,Tsim Sha Tsui,(Tsim Sha Tsui / Tsim Sha...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Tsim-Sha-Tsui/building-group(Tsim%20Sha%20Tsui%20%7C%20Tsim%20Sha%20Tsui%20East)%201970-1980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0161
Yau Tsim Mong,Tsim Sha Tsui,(Tsim Sha Tsui) Observato...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Tsim-Sha-Tsui/building-group(Tsim%20Sha%20Tsui)%20Observatory%20Court%20%7C%20Knutsford%20Terrace%20%7C%20Kimberley%20Road%20%7C%20Kimberley%20Street%20%7C%20Austin%20Avenue%20%7C%20Chatham%20Court%20%7C%20Chatham%20Road%20South%201970-2000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0163
Yau Tsim Mong,Tsim Sha Tsui,(Tsim Sha Tsui) Chungking...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Tsim-Sha-Tsui/building-group(Tsim%20Sha%20Tsui)%20Chungking%20Mansions%20%7C%20Mirador%20Mansion%20%7C%20Star%20Mansion%20(Nathan%20Road%2050-70's)?field=t_pop&sort=default&detailcode=YM0164
Yau Tsim Mong,Tsim Sha Tsui,(Tsim Sha Tsui) The Victo...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Tsim-Sha-Tsui/building-group(Tsim%20Sha%20Tsui)%20The%20Victoria%20Towers%20%7C%20The%20Masterpiece%20%7C%20Harbour%20Pinnacle%20(Canton%20Road%20-%20Tsim%20Sha%20Tsui%20Section%20%7C%20Hanoi%20Road%202000's)?field=t_pop&sort=default&detailcode=YM0165
Yau Tsim Mong,Tsim Sha Tsui,(Tsim Sha Tsui) other bui...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Tsim-Sha-Tsui/building-group(Tsim%20Sha%20Tsui)%20other%20buildings?field=t_pop&sort=default&detailcode=YM0177
Yau Tsim Mong,Jordan,(Jordan) Jordan Road - We...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Jordan%20Road%20-%20West%20Section%20%7C%20Canton%20Road%20-%20Jordan%20Section%20%7C%20Bowring%20Street%20%7C%20Shanghai%20Street%20-%20Jordan%20South%20Section%20%7C%20Temple%20Street%20-%20Jordan%20South%20Section%20%7C%20Kwun%20Chung%20Street%20%7C%20Min%20Street%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0132
Yau Tsim Mong,Jordan,(Jordan) Nathan Road-Jord...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Nathan%20Road-Jordan%20Section%20%7C%20Jordan%20Road-East%20Section%20%7C%20Bowring%20Street%20%7C%20Parkes%20Street%20-%20South%20Section%20%7C%20Woosung%20Street%20-%20South%20Section%20%7C%20Pilkem%20St%20%7C%20Tak%20Shing%20St%20%7C%20Tak%20Hing%20St%20%7C%20Cox's%20Road%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0133
Yau Tsim Mong,Jordan,(Jordan) Reclamation Stre...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Reclamation%20Street%20-%20Jordan%20Section%20%7C%20Jordan%20Road%20-%20West%20Section%20%7C%20Pak%20Hoi%20Street%20-%20West%20Section%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0135
Yau Tsim Mong,Jordan,(Jordan) Shanghai Street ...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Shanghai%20Street%20-%20Jordan%20North%20Section%20%7C%20Jordan%20Road%20-%20West%20Section%20%7C%20Saigon%20Street%20-%20West%20Section%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0136
Yau Tsim Mong,Jordan,(Jordan) Temple Street - ...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Temple%20Street%20-%20North%20Jordan%20Section%20%7C%20Nanking%20Street%20-%20West%20Section%20%7C%20Ning%20Po%20Street%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0137
Yau Tsim Mong,Jordan,(Jordan) Woosung Street -...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Woosung%20Street%20-%20North%20Section%20%7C%20Nanking%20Street%20-%20West%20Section%20%7C%20Ning%20Po%20Street%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0138
Yau Tsim Mong,Jordan,(Jordan) Nathan Road - Jo...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Nathan%20Road%20-%20Jordan%20Section%20%7C%20Jordan%20Road%20-%20East%20Section%20%7C%20Parkes%20Street%20-%20North%20Section%20%7C%20Saigon%20Street%20-%20West%20Section%20%7C%20Nanking%20Street%20-%20West%20Section%20%7C%20Ning%20Po%20Street%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0139
Yau Tsim Mong,Jordan,(Jordan) Ferry Street - J...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Ferry%20Street%20-%20Jordan%20Section%20%7C%20Wai%20Ching%20Street%20%7C%20Canton%20Road%20-%20Jordan%20Section%20%7C%20Battery%20Street%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0140
Yau Tsim Mong,Jordan,(Jordan) Nathan Road - Jo...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Nathan%20Road%20-%20Jordan%20Section%20%7C%20Pak%20Hoi%20Street%20-%20East%20Section%20%7C%20Saigon%20Street%20-%20East%20Section%20%7C%20Nanking%20Street%20-%20East%20Section%20%7C%20Cheong%20Lok%20Street%20%7C%20Chi%20Wo%20Street%20%7C%20Mau%20Lam%20Street%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0141
Yau Tsim Mong,Jordan,(Jordan) Jordan Road - We...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Jordan%20Road%20-%20West%20Section%20%7C%20Temple%20Street%20-%20Jordan%20South%20Section%20%7C%20Shanghai%20Street%20-%20Jordan%20South%20Section%20%7C%20Canton%20Road%20-%20Jordan%20Section%20%7C%20Kwun%20Chung%20Street%20%7C%20Min%20Street%20%7C%20Bowring%20Street%201970-1980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0142
Yau Tsim Mong,Jordan,(Jordan) Pilkem Street / ...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Pilkem%20Street%20%7C%20Parkes%20Street%20-%20South%20Section%20%7C%20Woosung%20Street%20-%20South%20Section%20%7C%20Temple%20Street%20-%20Jordan%20South%20Section%20%7C%20Bowring%20Street%201970-1980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0143
Yau Tsim Mong,Jordan,(Jordan) Hong Yuen Court ...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Hong%20Yuen%20Court%20%7C%20Fortune%20Terrace%20%7C%20King's%20Terrace%20%7C%20Fortune%20Court%20%7C%20Pollock%20Building%20%7C%20Yee%20Hing%20Court%20%7C%20Highview%20%7C%20Eastview%20%7C%20Ka%20Shun%20House%20(Tak%20Shing%20Street%20%7C%20Tak%20Hing%20Street%20%7C%20Cox's%20Road%201970-1980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=YM0144
Yau Tsim Mong,Jordan,(Jordan) Canton Road - Jo...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Canton%20Road%20-%20Jordan%20Section%20%7C%20Wai%20Ching%20Street%20%7C%20Ferry%20Street%20-%20Jordan%20Section%201970-1980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0145
Yau Tsim Mong,Jordan,(Jordan) Jordan Road - Ea...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Jordan%20Road%20-%20East%20Section%20%7C%20Temple%20Street%20%7C%20Shanghai%20Street%20%7C%20Reclamation%20Street%20%7C%20Woosung%20Street%20-%20North%20Section%20%7C%20Pak%20Hoi%20Street%20-%20East%20Section%20%7C%20Nanking%20Street%20%7C%20Battery%20Street%20%7C%20Cheong%20Lok%20Street%201970-1980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0146
Yau Tsim Mong,Jordan,(Jordan) Man Cheong Build...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Man%20Cheong%20Building%20(Man%20Wai%20Street%20%7C%20Man%20Cheong%20Street%201960's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=YM0147
Yau Tsim Mong,Jordan,(Jordan) Man Yiu Building...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Man%20Yiu%20Building%20(Man%20Yuen%20Street%2060's)?field=t_pop&sort=default&detailcode=YM0148
Yau Tsim Mong,Jordan,(Jordan) Man Fai Building...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Man%20Fai%20Building%20(Man%20Yuen%20Street%2060's)?field=t_pop&sort=default&detailcode=YM0149
Yau Tsim Mong,Jordan,(Jordan) Man King Buildin...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Man%20King%20Building%20(Man%20Ying%20Street%20%7C%20Man%20Wui%20Street%2060's)?field=t_pop&sort=default&detailcode=YM0150
Yau Tsim Mong,Jordan,(Jordan) Austin Road to J...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Austin%20Road%20to%20Jordan%20Road%201990-2000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0151
Yau Tsim Mong,Jordan,(Jordan) Jordan Road to K...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Jordan%20Road%20to%20Kansu%20Street%201990-2000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0152
Yau Tsim Mong,Jordan,(Kowloon Station / Olympi...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Kowloon%20Station%20%7C%20Olympic%20Station%20%7C%20Jordan%20%7C%20King's%20Park)%20other%20buildings?field=t_pop&sort=default&detailcode=YM0172
Yau Tsim Mong,Jordan,(Jordan) Man Wai Building...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Man%20Wai%20Building%20(Man%20Wai%20Street%20%7C%20Man%20Cheong%20Street%201960's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=YM0186
Yau Tsim Mong,Jordan,(Jordan) Man Yuen Buildin...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Man%20Yuen%20Building%20(%20Man%20Yuen%20Street%20Pre-war%20to%201960's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=YM0187
Yau Tsim Mong,Jordan,(Jordan) Man Ying Buildin...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Man%20Ying%20Building%20(%20Man%20Yuen%20Street%20Pre-war%20to%201960's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=YM0188
Yau Tsim Mong,Jordan,(Jordan) Man Wah Building...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Jordan/building-group(Jordan)%20Man%20Wah%20Building%20(%20Man%20Ying%20Street%20%7C%20Man%20Wui%20Street%20Pre-war%20to%201960's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=YM0189
Yau Tsim Mong,Kowloon Station,(Kowloon Station) Phase 2...,"https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Kowloon-Station/building-group(Kowloon%20Station)%20Phase%202,%20The%20Waterfront%20(Austin%20Road%20West%202000's)?field=t_pop&sort=default&detailcode=YM0001"
Yau Tsim Mong,Kowloon Station,(Kowloon Station) Phase 1...,"https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Kowloon-Station/building-group(Kowloon%20Station)%20Phase%201,%20The%20Waterfront%20(Austin%20Road%20West%202000's)?field=t_pop&sort=default&detailcode=YM0002"
Yau Tsim Mong,Kowloon Station,(Kowloon Station) The Har...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Kowloon-Station/building-group(Kowloon%20Station)%20The%20Harbourside%20(Austin%20Road%20West%202000's)?field=t_pop&sort=default&detailcode=YM0004
Yau Tsim Mong,Kowloon Station,(Kowloon Station) The Arc...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Kowloon-Station/building-group(Kowloon%20Station)%20The%20Arch%20(Austin%20Road%20West%202000's)?field=t_pop&sort=default&detailcode=YM0005
Yau Tsim Mong,Kowloon Station,(Kowloon Station) Phase 2...,"https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Kowloon-Station/building-group(Kowloon%20Station)%20Phase%202,%20Sorrento%20(Austin%20Road%20West%202000's)?field=t_pop&sort=default&detailcode=YM0006"
Yau Tsim Mong,Kowloon Station,(Kowloon Station) Phase 1...,"https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Kowloon-Station/building-group(Kowloon%20Station)%20Phase%201,%20Sorrento%20(Austin%20Road%20West%202000's)?field=t_pop&sort=default&detailcode=YM0007"
Yau Tsim Mong,Kowloon Station,(Kowloon Station) The Aus...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Kowloon-Station/building-group(Kowloon%20Station)%20The%20Austin%20(Wui%20Cheung%20Road%202000's)?field=t_pop&sort=default&detailcode=YM0008
Yau Tsim Mong,Kowloon Station,(Kowloon Station) Grand A...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Kowloon-Station/building-group(Kowloon%20Station)%20Grand%20Austin%20(Austin%20Road%20West%202000's)?field=t_pop&sort=default&detailcode=YM0009
Yau Tsim Mong,Kowloon Station,(Kowloon Station) The Cor...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Kowloon-Station/building-group(Kowloon%20Station)%20The%20Coronation%20(Yau%20Cheung%20Road%202000's)?field=t_pop&sort=default&detailcode=YM0010
Yau Tsim Mong,Kowloon Station,(Kowloon Station) The Cul...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Kowloon-Station/building-group(Kowloon%20Station)%20The%20Cullinan%20I%20(Austin%20Road%20West%202000's)?field=t_pop&sort=default&detailcode=YM0193
Yau Tsim Mong,Hung Hom Station,(Hung Hom Station) The Me...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Hung-Hom-Station/building-group(Hung%20Hom%20Station)%20The%20Metropolis%20Residence%20(Metropolis%20Drive%202000's)?field=t_pop&sort=default&detailcode=YM0167
Yau Tsim Mong,Hung Hom Station,(Tsim Sha Tsui East / Hun...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Hung-Hom-Station/building-group(Tsim%20Sha%20Tsui%20East%20%7C%20Hung%20Hom%20Station)%20other%20buildings?field=t_pop&sort=default&detailcode=YM0175
Yau Tsim Mong,Yau Ma Tei,(Yau Ma Tei) Nathan Road ...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Yau-Ma-Tei/building-group(Yau%20Ma%20Tei)%20Nathan%20Road%20-%20Yau%20Ma%20Tei%20South%20Section%20%7C%20Portland%20Street%20-%20Yau%20Ma%20Tei%20South%20Section%20%7C%20Temple%20Street%20-%20Yau%20Ma%20Tei%20Section%20%7C%20Wing%20Sing%20Lane%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0117
Yau Tsim Mong,Yau Ma Tei,(Yau Ma Tei) Shangtai Str...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Yau-Ma-Tei/building-group(Yau%20Ma%20Tei)%20Shangtai%20Street%20-%20Yau%20Ma%20Tei%20South%20Section%20%7C%20Reclamation%20Street%20-%20Yau%20Ma%20Tei%20South%20Section%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0118
Yau Tsim Mong,Yau Ma Tei,(Yau Ma Tei) Nathan Road ...,https://hkdata.centanet.com/BigData/hong-kong/Yau%20Tsim%20Mong/CHMA/Yau-Ma-Tei/building-group(Yau%20Ma%20Tei)%20Nathan%20Road%20-%20Yau%20Ma%20Tei%20Section%20%7C%20Pitt%20Street%20-%20East%20Section%20%7C%20Tung%20Fong%20Street%20%7C%20Cliff%20Road%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=YM0119
